Text,,Favorites,Retweets,Tweet ID,,,Date
@BarackObama?? SOTU claim that ??ompanies get tax breaks for moving jobs and profits overseas??is 100% falsehttp://bit.ly/xc0HjI?,1/26/12 16:04,1,16,1.62642E+17,,,
@BarackObama gave 1% of his income to charity from 2000 through 2004 http://bit.ly/wW7evv? I guess he only likes spending our money.,1/26/12 15:20,6,71,1.62631E+17,,,
@BarackObama?? SOTU ratings were down 12% from 2011 http://bit.ly/xihyQq?  He can't even deliver ratings in an election year.,1/26/12 14:54,1,17,1.62624E+17,,,
"My @gretawire interview discussing @IvankaTrump wanting me to run for POTUS, @BarackObama?? SOTU and his China policyhttp://bit.ly/z1efQf?",1/26/12 12:28,12,21,1.62588E+17,,,
My @SquawkCNBC interview from earlier in the week discussing the GOP primary and @newtgingrich's electability http://bit.ly/zF7JaZ?,1/26/12 12:14,5,13,1.62584E+17,,,
Check out this great story from the @WSJ...http://on.wsj.com/A59NXq?,1/25/12 16:30,16,19,1.62286E+17,,,
"#trumpvlog My thoughts on the State of the Union address, Apple, and a great @WSJ article....http://youtu.be/rPXzxC866xc?",1/25/12 16:22,23,53,1.62284E+17,,,
"Last night in his SOTU, @BarackObama claimed that he is a friend of Israel. Does anyone really believe that.",1/25/12 16:14,6,129,1.62282E+17,,,
"Keystone pipeline would create 20,000 direct jobs, another 50,000 jobs servicing the pipeline. 700,000 barrels a (cont) http://tl.gd/fhs230?",1/25/12 15:59,16,247,1.62278E+17,,,
"After Solyndra, @BarackObama is stil intent on wasting our tax dollars on unproven technologies and risky companies. He must be accountable.",1/25/12 15:33,14,101,1.62272E+17,,,
Notice how @BarackObama failed to mention ObamaCare last night in his SOTU. Even he knows it is terrible.,1/25/12 15:15,29,360,1.62267E+17,,,
"""For a president who likes to showcase how hip and tech savvy he is, Obama also appears surprisingly clueless (cont) http://tl.gd/fhqqlc?",1/25/12 14:06,8,75,1.6225E+17,,,
"Tom Brokaw keeps calling Mitt Romney ""George"" (Mitt's father). Sadly, time is up for Tom.",1/25/12 14:01,7,70,1.62249E+17,,,
"""All raising taxes on businesses does is force business owners to lay off employees they can no longer afford."" (cont) http://tl.gd/fhqk2l?",1/25/12 13:49,11,170,1.62246E+17,,,
"""People are smart. They know you can't be ""for"" jobs but against those who create them. It doesn't work."" (cont) http://tl.gd/fhp3n6?",1/25/12 12:04,22,178,1.62219E+17,,,
"All I heard in the SOTU was proposals for more govt, more spending and more bureaucrats. Very bad!",1/25/12 11:44,10,231,1.62214E+17,,,
My daughter Ivanka thinks I should run for President. Maybe I should listen.http://bit.ly/wOvnkn?,1/25/12 11:26,131,445,1.6221E+17,,,
It is a shame Keystone wasn't powered by solar panels and wind because then @BarackObama would have wasted billions on it.,1/24/12 15:27,35,442,1.61908E+17,,,
A gallon of gas has more than doubled while @BarackObama has been POTUS and he still won't approve Keystone.,1/24/12 15:04,16,295,1.61902E+17,,,
"It has been 1,000 days since @BarackObama has passed a budget. He continues to spend this country into the ground without any control.",1/24/12 14:47,22,277,1.61898E+17,,,
"Tonight in his SOTU, @BarackObama won't talk about Keystone. He will continue to dissemble about his record and play class warfare.",1/24/12 14:26,14,104,1.61893E+17,,,
"""Capitalism requires capital. When government robs capital from investors, it takes away the money that creates (cont) http://tl.gd/fh6qdk?",1/24/12 13:47,21,184,1.61883E+17,,,
"""Look, here's the deal: @BarackObama has been a total disaster. He has spent this country into the ground and (cont) http://tl.gd/fh6ogn?",1/24/12 13:42,15,140,1.61882E+17,,,
"""It starts with China and OPEC. The hundreds of billions of dollars they steal from us each year must end right (cont) http://tl.gd/fh6mek?",1/24/12 13:36,9,60,1.6188E+17,,,
It is time he proves he can negotiate a good deal: @johnboehner MUST tie any payroll tax cut extension DIRECTLY to Keystone being approved.,1/24/12 11:54,7,52,1.61854E+17,,,
"My @foxandfriends interview discussing @newtgingrich's SC win, GOP primary and successful business characteristicshttp://bit.ly/zkTmqI?",1/24/12 11:51,4,14,1.61854E+17,,,
Done deal: I'm starring in the @CENTURY21 Super Bowl spot. Details: http://c21.in/zBygRH? #C21SuperBowl,1/24/12 9:53,7,43,1.61824E+17,,,
Obama wants Americans to keep buying crude from OPEC who is ripping us off instead of our ally Canada through (cont) http://tl.gd/fgjtuo?,1/23/12 15:14,14,237,1.61542E+17,,,
Iran is threatening to shut the Strait of Hormuz and @BarackObama won't approve the Keystone pipeline. His energy policy makes America weak.,1/23/12 15:03,17,266,1.6154E+17,,,
"A tough week was had by@MittRomney, but he's come back from adversity before.",1/23/12 14:03,2,40,1.61524E+17,,,
"""To the @BarackObama administration, saving money isn't the point--expanding government and spending more (cont) http://tl.gd/fgivnb?",1/23/12 13:37,6,47,1.61518E+17,,,
"""I have great respect for the people that represent China. What I don't respect is the way that we negotiate and (cont) http://tl.gd/fghhlr?",1/23/12 11:54,4,44,1.61492E+17,,,
"""While Obama is obsessed with ""green collar jobs,"" blue collar workers aren't buying it."" (cont) http://tl.gd/fgh2tm?",1/23/12 11:27,7,94,1.61485E+17,,,
My @Newsmax_Media interview from Friday where I predicted that @newtgingrich in South Carolina would change the race.http://bit.ly/xoFMs6,1/23/12 10:53,4,19,1.61477E+17,,,
Congratulations to @newtgingrich on a stunning win in South Carolina. All eyes are on Florida now.,1/23/12 10:47,12,100,1.61475E+17,,,
"China has hacked another US government body. http://bit.ly/yBGHBP?
When will we learn?",1/20/12 14:59,15,105,1.60452E+17,,,
Canada will now sell its oil to China because @BarackObama rejected Keystone. At least China knows a good deal when they see it.,1/20/12 14:32,39,641,1.60445E+17,,,
Obama's new campaign ad defends Solyndra http://bit.ly/wNAfqb?  I guess losing $500M is a cause for celebration for @BarackObama.,1/20/12 13:40,16,191,1.60432E+17,,,
"The White House should stop publicly pressuring Israel on Iran. Iran's nuclear program is the threat, not Israel's right to self-defense.",1/20/12 13:32,40,349,1.60429E+17,,,
"""In all my years in business and participating in politics I've never seen the country as divided as it is right (cont) http://tl.gd/fempgi?",1/20/12 12:35,15,104,1.60415E+17,,,
"""We have a president who has a vendetta against businesspeople and considers them the enemy."" #TimeToGetTough  (cont) http://tl.gd/femj7c?",1/20/12 12:21,14,165,1.60412E+17,,,
The law requires individuals pay 15% on carried interest. Why would a potential President pay more than he or she is supposed to?,1/20/12 12:07,8,119,1.60408E+17,,,
The national debt continues to rise at record levels and today @BarackObama is in Disney World. He lives in a fantasy.,1/19/12 16:01,60,776,1.60105E+17,,,
When will @BarackObama release his transcripts? What is he hiding?,1/19/12 15:44,14,164,1.601E+17,,,
"Playing politics with the Keystone decision? @BarackObama vetos 20,000 jobs and cheaper oil.",1/19/12 15:32,6,185,1.60097E+17,,,
Texas is lucky to have him--- @GovernorPerry is a great guy!,1/19/12 15:13,134,303,1.60093E+17,,,
"""""Our country has a big heart. And it's a point of national pride that we take care of our own."" #TimeToGetTough (cont) http://tl.gd/fe55di?",1/19/12 15:04,12,57,1.6009E+17,,,
Conservatives have to be smart in the way we speak. Using crazy language that terifies seniors accomplishes (cont) http://tl.gd/fe534a?,1/19/12 14:56,5,37,1.60088E+17,,,
"""A tough negotiator can make the Chinese back off. We've done it before."" #TimeToGetTough http://amzn.to/wwX? http://bit.ly/ApzIojH11?",1/19/12 14:47,11,61,1.60086E+17,,,
"Rick Perry--a good man, a great family and a patriot.",1/19/12 14:37,176,368,1.60083E+17,,,
"My @FoxNews with @gretawire discussing the Keystone pipeline, Re-election is more important than 20,000 jobs and (cont) http://tl.gd/fe4st7?",1/19/12 14:35,17,109,1.60083E+17,,,
??he problem is that we have a president who is more concerned with pursuing some sort of bizarre ideological (cont) http://tl.gd/fdjjkn?,1/18/12 18:01,15,86,1.59773E+17,,,
"??hina presents three big threats to the United States in its outrageous currency manipulation, its systematic (cont) http://tl.gd/fdjjc3?",1/18/12 18:01,22,79,1.59772E+17,,,
Listen to my interview with @gretawire tonight at 10PM ET on @FoxNews.,1/18/12 17:13,12,38,1.5976E+17,,,
@BarackObama is unveiling a tourism plan in Disney World on Thursday. http://trib.in/AAG5eR?,1/18/12 16:57,2,17,1.59756E+17,,,
@BarackObama ??sked??Iran for our drone back. They are returning a miniature model. http://wapo.st/zTSmgB? Another diplomatic coup!,1/18/12 15:59,1,24,1.59742E+17,,,
"??o state the obvious, if any business operated the way the government does, it would go under.??#TimeToGetTough",1/18/12 15:11,101,508,1.5973E+17,,,
Receiving @AmericanCancer Lifetime Achievement Award & chairing @FollowLola debut @CarnegieHall on Jan.19 http://ow.ly/8h2pQ?,1/18/12 14:53,4,9,1.59725E+17,,,
@BarackObama won?? approve the Keystone Pipeline so Canada is now looking to sell their oil to China (cont) http://tl.gd/fd0h00?,1/17/12 18:26,6,111,1.59416E+17,,,
There are 11 more Solyndras in the @BarackObama energy program http://bit.ly/z37F0A? ?He loves to waste our (cont) http://tl.gd/fcveg3?,1/17/12 16:27,16,101,1.59386E+17,,,
I bought Tim Tebow's jersey and helmet at auction for a good cause- fighting breast cancerhttp://onforb.es/A6JGCP?,1/17/12 15:57,50,158,1.59379E+17,,,
@BarackObama will attack Iran in order to get re-elected.,1/17/12 15:53,8,103,1.59378E+17,,,
"??et it straight: Pakistan is not our friend. We??e given them billions and billions of dollars, and what (cont) http://tl.gd/fcuq8f?",1/17/12 15:11,30,120,1.59367E+17,,,
"??he final part of restoring fiscal sanity to America is the most obvious, and that?? to control Obama-style (cont) http://tl.gd/fcuav8?",1/17/12 14:13,7,35,1.59353E+17,,,
"??BarackObama may have been a good ??ommunity organizer,??but the man is a lousy international dealmaker.??#TimeToGetTough",1/17/12 12:18,18,163,1.59324E+17,,,
My @foxandfriends interview in which I discuss @JonHuntsman?? withdrawal from the GOP primary and the Bain attackshttp://bit.ly/AwaEUK?,1/17/12 11:08,4,9,1.59306E+17,,,
Enjoyed giving a special video message yesterday at @ralphreed?? Faith and Freedom SC Presidential Kickoff.,1/17/12 10:52,6,11,1.59302E+17,,,
"My interview with @IngrahamAngle discussing the GOP primary, China ripping us off and the state of the economy  http://bit.ly/berpv9?",1/17/12 10:35,9,27,1.59298E+17,,,
Rosie O'Donnell's show is "dead"- can't keep going for long with such poor ratings. @Rosie is a stone cold (cont) http://tl.gd/fcr1ra?,1/17/12 10:29,43,140,1.59296E+17,,,
The debate was great last night--- all performed well!,1/17/12 10:24,6,40,1.59295E+17,,,
"#trumpvlog The Republicans must defeat @BarackObama, not themselves.....http://youtu.be/fZb9ic7Vuz4?",1/16/12 12:22,19,122,1.58962E+17,,,
Newly released documents show Geithner to be laughing as the financial crisis loomed  http://wapo.st/A5aooi?,1/13/12 16:02,9,69,1.57931E+17,,,
The Republicans should NOT give @BarackObama the authority to raise the debt another $1.2Trillion (cont) http://tl.gd/faic27?,1/13/12 15:37,15,158,1.57924E+17,,,
"While @BarackObama is slashing the military, he is also negotiating with our sworn enemy the Taliban--who facilitated 9/11.",1/13/12 15:14,14,180,1.57919E+17,,,
"""For too long we've been pushed around, used by other countries, and ill-served by politicians in Washington who (cont) http://tl.gd/fai378?",1/13/12 15:05,10,66,1.57916E+17,,,
"""The American work ethic is what led generations of Americans to create our once prosperous nation."" (cont) http://tl.gd/fahua3?",1/13/12 14:48,13,85,1.57912E+17,,,
"""I love America. And when you love something you protect it passionately--fiercely, even. #TimeToGetTough  (cont) http://tl.gd/fagff9?",1/13/12 12:47,30,135,1.57882E+17,,,
Our Marines are sent to kill the Taliban not coddle them. USMC should be praised not investigated. Semper Fi !,1/13/12 12:39,105,1162,1.5788E+17,,,
Newt attacks on @MittRomney record at Bain an attack on free enterprise and entrepreneurship. Mistake!,01-12-2012 16:38,77,185,1.57577E+17,,,
An Iranian nuclear scientist's car exploded in Tehran yesterday--lots of problems to come--@BarackObama --we need real leadership.,01-12-2012 16:13,10,86,1.57571E+17,,,
The US is always getting ripped off! China gets cheap oil from Iran and Iraq as US pays for Hormuz Patrols to (cont) http://tl.gd/f9uvoa?,01-12-2012 15:55,11,100,1.57566E+17,,,
"With unempoyment over 10% in 2009, @BarackObama held an extravagant Alice in Wonderland party. He is a man of the people!",01-12-2012 15:48,8,148,1.57565E+17,,,
America deserves a commander in chief who respects the challenges and realities our Armed Forces face in our (cont) http://tl.gd/f9ut30?,01-12-2012 15:45,12,81,1.57564E+17,,,
If you stop by Trump Tower (Fifth Avenue between 56th and 57th Streets) you can buy a pre-signed copy of #TimeToGetTough.,01-11-2012 15:30,10,42,1.57198E+17,,,
51% of @JonHuntsman's NH voters are satisfied with @BarackObama as president   http://bit.ly/wrFCtm?   So is @JonHuntsman!,01-11-2012 13:56,7,78,1.57174E+17,,,
"""A real president should take pride in saving and spending your money wisely, not funneling it to his cronies (cont) http://tl.gd/f99urt?",01-11-2012 12:17,16,193,1.57149E+17,,,
"""President Reagan had it right: Social Security is here to stay. We must root out the fraud and make it more (cont) http://tl.gd/f98ple?",01-11-2012 11:10,12,91,1.57132E+17,,,
OPEC has just raised oil to over $102/Barrel. And @BarackObama still won't approve the Keystone Pipeline. Does he want high gas prices?,01-10-2012 16:10,13,269,1.56845E+17,,,
"Why are we building a $1Billion embassy in Iraq when the country kicked us out, didn't give us any oil & is about to get taken over by Iran?",01-10-2012 16:01,42,603,1.56843E+17,,,
3 Chief of Staffs in less than 3 years of being President: Part of the reason why @BarackObama can't manage to pass his agenda.,01-10-2012 15:07,14,155,1.5683E+17,,,
New Hampshire has a major decision to make today. Hopefully we won't have to hear any more Mandarin spoken in future debates.,01-10-2012 14:49,21,103,1.56825E+17,,,
This is why @TimTebow is a winner. He lays everything out on the field. He never quits and never gives up. That's why he is a success.,01-10-2012 14:35,66,657,1.56821E+17,,,
"""The damage that Democrats, weak Repubicans, and this disaster of a president have inflicted on America has put (cont) http://tl.gd/f8omqq?",01-10-2012 14:29,4,48,1.5682E+17,,,
"""We need a president who knows how to get things done, who can keep America strong, safe, and free, and who can (cont) http://tl.gd/f8ojoo?",01-10-2012 14:19,10,86,1.56817E+17,,,
"""Restoring American wealth will require that we get tough. The next president must understand that America's (cont) http://tl.gd/f8n77v?",01-10-2012 12:17,14,54,1.56787E+17,,,
My @FoxNews interview with @gretawire where I discuss my potential GOP endorsement and the NH primaryhttp://bit.ly/y7h3Yx?,01-10-2012 12:08,5,13,1.56784E+17,,,
"ObamaCare is such a national treasure that @BarackObama has waived over 1,200 companies from the lawhttp://bit.ly/ynVlSh?",01-09-2012 15:58,17,228,1.5648E+17,,,
"Why do you need a photo ID to buy a drain cleaner  http://cbsloc.al/yWqIbq?
but not to vote?",01-09-2012 15:24,21,229,1.56471E+17,,,
Priorities: @BarackObama wants to slash a Trillion dollars from military spending while raising the salaries of (cont) http://tl.gd/f868nh?,01-09-2012 14:33,11,101,1.56459E+17,,,
??? @BarackObama held a raffle with donors for a lunch in the White House. The winners were conveniently all (cont) http://tl.gd/f863h9?,01-09-2012 14:17,7,45,1.56454E+17,,,
